OuterFold,Label,Source,TrainN,PositiveN,RawAUROC,Inverted,OrientedAUROC,OrientedAP,OrientedBrier,ReliabilityQuality,PlattFitted,PlattCoefficient,PlattIntercept
2,ACL,w23,46,19,0.9415204678362572,False,0.9415204678362572,0.9603175165445355,0.07142200586109135,0.6154527733475099,True,0.9273121493912846,-0.02861302813795441
2,MCL,w23,46,7,0.9084249084249084,False,0.9084249084249084,0.5199245199245198,0.11865575853341088,0.5693195693195694,True,0.8238784436664036,0.27926522377236834
2,Medial Meniscus,w23,46,20,0.826923076923077,False,0.826923076923077,0.807357089878459,0.13545641359444355,0.45571095571095577,True,0.7404474923645534,-0.0176331594120227
2,Lateral Meniscus,w23,46,18,0.7301587301587301,False,0.7301587301587301,0.5786005212947375,0.19649026284633198,0.3208273208273207,True,0.4697017938806683,0.057523968257289046
2,Medial OA,w23,46,11,0.7636363636363638,False,0.7636363636363638,0.6836536048492571,0.1503363930748432,0.36749311294765863,True,0.5452398319045887,0.06295923352939242
2,Lateral OA,w23,46,9,0.5885885885885886,False,0.5885885885885886,0.44484812130160967,0.15577633534020655,0.12348712348712354,True,0.3592527846608672,0.1913663832318012
2,PF OA,w23,46,17,0.7505070993914806,False,0.7505070993914806,0.7285058892877248,0.17038024735811524,0.3491917143032761,True,0.571401642475304,0.09264106082043419
2,Effusion,w23,46,28,0.6626984126984127,False,0.6626984126984127,0.710433587050805,0.21927507611849834,0.22679172679172677,True,0.2947459965401815,-0.04956041483406418
2,Synovitis,w23,46,22,0.4867424242424243,False,0.4867424242424243,0.508335383865766,0.255963254327125,0.03,True,0.021190127745566164,0.0009981057143857084
2,Baker's,w23,46,9,0.7537537537537538,False,0.7537537537537538,0.7344215097838287,0.12267408590759495,0.3537173537173537,True,0.6733988319192054,0.14061076228152156
2,Contusion,w23,46,16,0.7375,False,0.7375,0.5935691223990036,0.20395585395520094,0.33106060606060606,True,0.4087210760912677,0.07880131694201818
2,Fracture,w23,46,14,0.7790178571428572,False,0.7790178571428572,0.5693000827853045,0.17628706160837018,0.3889339826839828,True,0.5179944433539645,0.13628123951438115
2,ACL,primary_teacher,45,18,0.9989711934156379,False,0.9989711934156379,0.9970760233918129,0.07778666666666667,0.690883190883191,True,0.9233103323590929,-0.8120675347414181
2,MCL,primary_teacher,45,7,0.9774436090225564,False,0.9774436090225564,0.8095238095238095,0.09967111111111114,0.6610757663389242,True,0.8966009138856743,-0.19802445623361148
2,Medial Meniscus,primary_teacher,45,20,0.9339999999999999,False,0.9339999999999999,0.8972222222222221,0.10892444444444445,0.6009230769230769,True,0.7331365785067034,-0.2112795030465785
2,Lateral Meniscus,primary_teacher,45,18,0.8251028806584362,False,0.8251028806584362,0.7189103160837882,0.17611555555555555,0.45014245014245,True,0.5190847881072359,-0.05084021918272507
2,Medial OA,primary_teacher,45,11,0.9411764705882353,False,0.9411764705882353,0.8245614035087719,0.13091555555555554,0.6108597285067874,True,0.8261479645144222,-0.4374196161628008
2,Lateral OA,primary_teacher,45,9,0.7561728395061729,False,0.7561728395061729,0.48609168609168607,0.16973333333333332,0.3547008547008548,True,0.43918090913842184,0.009436744597589062
2,PF OA,primary_teacher,45,16,0.9127155172413792,False,0.9127155172413792,0.8732998084291188,0.11896000000000002,0.5714522546419096,True,0.7076489132253923,-0.034192740344650904
2,Effusion,primary_teacher,45,27,0.8168724279835392,False,0.8168724279835392,0.8250487329434699,0.17990222222222224,0.4387464387464388,True,0.6070818952851802,-0.4861088888761132
2,Synovitis,primary_teacher,45,22,0.6640316205533597,False,0.6640316205533597,0.6219114219114219,0.22511111111111112,0.22712070538157514,True,0.37918817410707834,0.141027546338281
2,Baker's,primary_teacher,45,9,0.9290123456790123,False,0.9290123456790123,0.7632275132275133,0.10687111111111114,0.5940170940170937,True,0.8482040785881032,-0.05149955422750976
2,Contusion,primary_teacher,45,15,0.7377777777777779,False,0.7377777777777779,0.5732204073401895,0.27141333333333334,0.32923076923076944,True,0.4061383607446267,-0.25392683263596283
2,Fracture,primary_teacher,45,13,0.844951923076923,False,0.844951923076923,0.646255060728745,0.15306666666666668,0.47762573964497035,True,0.6649220579327094,-0.01248591544955223
