Fold,Epoch,LearningRate,GoldLoss,PseudoLoss,TotalLoss,GoldSteps,PseudoStudiesSeenThisEpoch,PseudoSelectedCellsSeenThisEpoch,ValLoss,ValMacroAUROC,ValMacroAP,ValMacroF1
1,1,0.0009829799502313896,1.1208751632812175,0.7078076696142237,1.2978270865501242,47,47,124,1.125338619405573,0.6057043650793651,0.5347038840788839,0.21203703703703702
1,2,0.0009330796891903274,1.0271765995532909,0.7134502504734282,1.2055391555136823,47,47,129,0.9902034835381941,0.5240079365079365,0.503420185414233,0.24176003734827264
1,3,0.0008536998372026806,1.0026553361973864,0.6980761923688523,1.1771743779486799,47,47,125,0.9963591586459767,0.5530753968253969,0.5228197651114318,0.2915946934329287
1,4,0.0007502500000000002,0.9855726691002541,0.6727027309701797,1.1537483486723392,47,47,135,0.9728434844450518,0.5431051587301586,0.5281397306397306,0.15261243386243387
1,5,0.0006297801130287093,0.9808177047587455,0.6721151090682821,1.1488464880496898,47,47,99,0.9767297181216154,0.515079365079365,0.5263198452781785,0.29983465608465604
1,6,0.0005005000000000001,0.9592728792352879,0.6920471102633374,1.1322846564840763,47,47,108,0.9582929557020013,0.532093253968254,0.530036697759912,0.21143596327419856
1,7,0.000371219886971291,0.9668938555616013,0.6826470113815145,1.1375556182354054,47,47,127,0.9546691287647594,0.5483134920634919,0.5355027958152957,0.3156687675070028
1,8,0.00025075000000000016,0.9620501449767579,0.6937684835271632,1.1354922588835372,47,47,114,0.9631175398826599,0.5197916666666667,0.5197746026019835,0.2446759259259259
1,9,0.00014730016279731957,0.9458594816796323,0.6874240522689008,1.1177155007707311,47,47,111,0.965429197658192,0.5220238095238096,0.5386853655603655,0.18832671957671956
1,10,6.792031080967288e-05,0.9261370212473767,0.6744302346351299,1.094744584661849,47,47,104,0.964202956719832,0.5201884920634922,0.5304534431617765,0.1564250700280112
1,11,1.802004976861044e-05,0.9393550056092282,0.6703668198686965,1.1069467105764024,47,47,128,0.9596875960176642,0.5325396825396825,0.5347802429052428,0.18832671957671956
1,12,1e-06,0.9235570088345953,0.670569637988476,1.091199406918059,47,47,107,0.9597229036417875,0.5274305555555556,0.5248978876062208,0.18832671957671956
2,1,0.0009829799502313896,1.1028844390226447,0.7405427033486573,1.2880201119443644,46,46,106,1.0202865252892177,0.4687996031746031,0.43292265054169815,0.048484848484848485
2,2,0.0009330796891903274,1.0065186814121578,0.7080250706361688,1.1835249493951383,46,46,128,0.9402802636226019,0.5121210868606703,0.44708006940149797,0.3763953388372893
2,3,0.0008536998372026806,0.9670182375804238,0.6708270421494609,1.134724991477054,46,46,123,0.9403736144304276,0.543190586419753,0.4565808596165739,0.3274042950513539
2,4,0.0007502500000000002,0.9585561337678329,0.6765683967134227,1.1276982400728308,46,46,110,0.9594714542229971,0.5406374007936509,0.47081887468792233,0.2826453388372893
2,5,0.0006297801130287093,0.9747205065644305,0.6742346895777661,1.1432791766913042,46,46,122,0.9368167420228323,0.5456941688712522,0.48313852813852814,0.3842326404245909
2,6,0.0005005000000000001,0.9527913461560789,0.6763663343761278,1.1218829336373701,46,46,103,0.9491204669078191,0.5518174052028219,0.4896439737511166,0.23671802054154992
2,7,0.000371219886971291,0.9505220845989559,0.6579297793948132,1.115004538193993,46,46,109,0.939229687054952,0.5403797398589065,0.47771103896103906,0.23042060278902385
