Variant,Scope,Seed,Epoch,GoldLoss,PseudoLoss,TotalLoss,LearningRate,ElapsedSeconds,PseudoMass::ACL,PseudoMass::MCL,PseudoMass::Medial Meniscus,PseudoMass::Lateral Meniscus,PseudoMass::Medial OA,PseudoMass::Lateral OA,PseudoMass::PF OA,PseudoMass::Effusion,PseudoMass::Synovitis,PseudoMass::Baker's,PseudoMass::Contusion,PseudoMass::Fracture
w60,full_all58,6002,1,0.8879253100603819,0.7053307108581066,0.8676370307803154,0.00040379170073213423,1.8839635848999023,709.7999992370605,679.2000045776367,986.8000049591064,1064.2999839782715,1844.7016868591309,1840.1733283996582,1859.8264427185059,974.3000011444092,1873.7182807922363,546.0999870300293,163.0799961090088,357.2999978065491
w60,full_all58,6002,2,0.6912864940240979,0.7581141348928213,0.6987117845565081,0.0009437317965886256,3.757444381713867,675.7000017166138,675.4000024795532,1010.6999969482422,1068.099998474121,1852.5215759277344,1840.3744812011719,1856.6153182983398,953.8000068664551,1875.806453704834,550.700005531311,150.35999739170074,337.00000381469727
w60,full_all58,6002,3,0.46689498238265514,0.87504574470222,0.512245075777173,0.000997894146250357,5.625458717346191,668.3000011444092,654.2000007629395,996.6999988555908,1073.400011062622,1840.0020179748535,1833.0204811096191,1856.5315971374512,944.0999965667725,1865.8289833068848,546.0000047683716,150.47999668121338,335.20000076293945
w60,full_all58,6002,4,0.2637207442894578,0.9750254545360804,0.3427546061575413,0.0009859933784373501,7.490433216094971,667.3000040054321,655.3999996185303,1000.4000034332275,1070.8000164031982,1855.464599609375,1850.7502174377441,1874.7496528625488,971.4999885559082,1874.8907623291016,550.5000076293945,166.13999462127686,325.3000030517578
w60,full_all58,6002,5,0.12622422678396106,1.033077284693718,0.22698567854240537,0.0009638300653841702,9.360198259353638,679.0,681.4000034332275,1001.0,1080.8000087738037,1850.6467933654785,1840.59419631958,1865.0676078796387,950.5999889373779,1873.174057006836,575.0000019073486,135.83999824523926,310.6999988555908
w60,full_all58,6002,6,0.07592821959406137,0.9858524333685637,0.17703091213479638,0.0009318722236297356,11.258426666259766,668.4000072479248,665.5000019073486,983.4000053405762,1056.9000282287598,1850.9516334533691,1836.3539199829102,1856.8185234069824,968.0,1870.2385177612305,584.1000003814697,147.1199975013733,312.5000047683716
w60,full_all58,6002,7,0.06182804598938674,0.9407119601964951,0.15948181692510843,0.000890794698060879,13.189878940582275,682.9000043869019,676.4999980926514,973.9000034332275,1063.9999904632568,1855.9114990234375,1824.149700164795,1865.8484649658203,958.9999961853027,1875.7840461730957,543.8999919891357,145.79999613761902,293.99999952316284
w60,full_all58,6002,8,0.04968607996124774,0.8298329096287489,0.13636906328611076,0.0008414649113999131,15.099122285842896,653.7999982833862,659.8000001907349,977.300012588501,1075.4000091552734,1847.0749893188477,1821.312843322754,1870.2459144592285,950.3000011444092,1863.1368980407715,549.1999940872192,147.1199984550476,309.4000024795532
w60,full_all58,6002,9,0.04258095211116597,0.772545987740159,0.1236881809309125,0.0007849245470794208,16.98659110069275,670.1000003814697,660.5000057220459,968.1999931335449,1081.999994277954,1840.1869430541992,1830.4195365905762,1868.3286018371582,921.499979019165,1854.2858772277832,551.6000003814697,148.79999709129333,330.50000524520874
w60,full_all58,6002,10,0.03188340936321765,0.7211086098104715,0.10846398817375302,0.0007223675523019238,18.911136865615845,688.8999996185303,674.2000007629395,960.3000011444092,1064.0000171661377,1868.4209823608398,1851.3618965148926,1866.8710098266602,929.999979019165,1864.6319580078125,555.1999959945679,149.93999981880188,331.5000014305115
