Variant,Fold,Epoch,GoldLoss,PseudoLoss,TotalLoss,LearningRate,ValMacroAUROC,ValMacroAP,ValMacroF1,PseudoSeenCells__ACL,PseudoSeenCells__MCL,PseudoSeenCells__Medial Meniscus,PseudoSeenCells__Lateral Meniscus,PseudoSeenCells__Medial OA,PseudoSeenCells__Lateral OA,PseudoSeenCells__PF OA,PseudoSeenCells__Effusion,PseudoSeenCells__Synovitis,PseudoSeenCells__Baker's,PseudoSeenCells__Contusion,PseudoSeenCells__Fracture
fold_safe_weak,5,1,0.858504643663764,0.6887173186987638,0.8396393973380327,0.00040379170073213423,0.5871422558922559,0.4957475048100049,0.30504181491023596,742,680,1077,865,0,0,0,592,0,294,427,256
fold_safe_weak,5,2,0.6406776010990143,0.7437985148280859,0.6521354876458645,0.0009437317965886256,0.6512055074555075,0.5585296647796648,0.45843693343693337,732,690,1141,866,0,0,0,606,0,302,451,266
fold_safe_weak,5,3,0.3610284491442144,0.8169510681182146,0.41168652568012476,0.000997894146250357,0.6017736892736893,0.5072234049019764,0.41826599326599334,717,700,1087,859,0,0,0,560,0,294,411,251
fold_safe_weak,5,4,0.1502370780799538,0.8491225298494101,0.22789101814851165,0.0009859933784373501,0.6015482202982204,0.48934375809375813,0.402221620971621,758,710,1106,872,0,0,0,582,0,291,435,269
fold_safe_weak,5,5,0.08325620007235557,0.8439415749162436,0.16777679836377501,0.0009638300653841702,0.5934734247234247,0.48442465272822416,0.4175595238095238,719,679,1099,857,0,0,0,599,0,309,421,231
fold_safe_weak,5,6,0.05503204045817256,0.7794628217816353,0.13552435114979744,0.0009318722236297356,0.6060876623376624,0.5116576545147974,0.4642045454545454,764,703,1058,797,0,0,0,625,0,298,416,263
fold_safe_weak,5,7,0.04688457492738962,0.7325043827295303,0.123064553597942,0.000890794698060879,0.6316829004329003,0.5155607124357123,0.3825320512820513,741,723,1110,848,0,0,0,583,0,284,443,276
fold_safe_weak,5,8,0.0386042072204873,0.7153833024203777,0.11380188586190343,0.0008414649113999131,0.6097101972101971,0.5158727846227846,0.4908653846153846,745,712,1129,869,0,0,0,630,0,315,405,275
fold_safe_weak,5,9,0.022685206786263734,0.6408124696463346,0.09136601444333792,0.0007849245470794208,0.6304803992303993,0.5069859571645285,0.36559343434343433,713,691,1107,874,0,0,0,577,0,303,422,243
fold_safe_weak,5,10,0.018166123802075163,0.6199299059808254,0.0850287675857544,0.0007223675523019238,0.6319805194805196,0.5316023791023791,0.3600378787878788,744,705,1103,885,0,0,0,585,0,307,428,267
fold_safe_weak,5,11,0.018446599482558668,0.6114159971475601,0.08433208963833749,0.0006551149257877237,0.6129118566618568,0.5097802891552891,0.4118897306397306,794,732,1092,824,0,0,0,608,0,262,466,280
fold_safe_weak,5,12,0.01274605531943962,0.5875021796673536,0.07660784781910479,0.0005845868226110556,0.6272967772967774,0.5112692664478379,0.362761544011544,778,732,1149,886,0,0,0,582,0,296,444,271
fold_safe_weak,5,13,0.01041305175749585,0.5864030327647924,0.07441193819977343,0.0005122725651789991,0.5990349927849928,0.4906728489764203,0.38773934398934395,734,696,1079,847,0,0,0,594,0,319,458,294
fold_safe_weak,5,14,0.009115317938267253,0.5828820392489433,0.0728671767283231,0.0004396991936229908,0.6115560365560366,0.49289867870225007,0.3744739057239057,752,719,1124,871,0,0,0,601,0,299,436,254
fold_safe_weak,5,15,0.008435326904873364,0.5739477425813675,0.07127004116773605,0.000368399219715606,0.6106932419432419,0.5034010235795949,0.33349867724867727,769,708,1116,844,0,0,0,598,0,325,444,271
fold_safe_weak,5,16,0.007952830797876231,0.574089540168643,0.0708569111302495,0.0002998782652442116,0.6243506493506493,0.5080450600986315,0.3762415824915825,768,732,1098,880,0,0,0,600,0,293,441,260
fold_safe_weak,5,17,0.006785388177377172,0.5699554458260536,0.06935984105803072,0.0002355832682129828,0.6195887445887446,0.509061173614745,0.3965638528138527,731,679,1094,860,0,0,0,610,0,254,439,235
fold_safe_weak,5,18,0.0065350995428161696,0.5648312922567129,0.06856800965033472,0.00017687192825410517,0.6146284271284271,0.5070030928066642,0.4049110611610612,727,633,1041,840,0,0,0,571,0,277,409,264
fold_safe_weak,5,19,0.006280677669565193,0.568575220182538,0.0687578497454524,0.0001249840364609445,0.6281385281385282,0.5090503511039225,0.40399531024531027,752,721,1080,855,0,0,0,542,0,283,447,289
fold_safe_weak,5,20,0.00618040154222399,0.5637999456375837,0.06813812837935984,8.10152950631509e-05,0.6303691678691679,0.5117728138263852,0.40399531024531027,717,711,1080,857,0,0,0,579,0,300,436,249
fold_safe_weak,5,21,0.005624100624118,0.5631437003612518,0.06757072382606566,4.589417978636221e-05,0.6243506493506493,0.5086700600986315,0.4016143578643579,771,681,1138,853,0,0,0,603,0,296,460,265
fold_safe_weak,5,22,0.0058336486254120246,0.5591379925608635,0.0673119097482413,2.0362333487643505e-05,0.6132395382395383,0.503530870584442,0.4030351592851593,717,687,1135,848,0,0,0,608,0,310,442,253
fold_safe_weak,5,23,0.005737120387493633,0.5649463031440973,0.06787147466093302,4.958905088830256e-06,0.6132395382395383,0.503530870584442,0.4021194083694084,754,704,1120,880,0,0,0,585,0,287,443,256
fold_safe_weak,5,24,0.005679446432623081,0.5631132777780294,0.06761653954163194,9.164518176878753e-09,0.6132395382395383,0.503530870584442,0.4021194083694084,777,725,1111,873,0,0,0,589,0,334,442,291
