OuterFold,Label,Source,TrainN,PositiveN,RawAUROC,Inverted,OrientedAUROC,OrientedAP,OrientedBrier,ReliabilityQuality,PlattFitted,PlattCoefficient,PlattIntercept
1,ACL,w23,47,20,0.901851851851852,False,0.901851851851852,0.9216033021038972,0.10465295652337711,0.5637921503593146,True,0.8514751059617992,0.0020292114881695217
1,MCL,w23,47,8,1.0,False,1.0,1.0,0.07867557439837873,0.7014925373134329,True,1.0512773146912495,-0.11039057202257209
1,Medial Meniscus,w23,47,21,0.8113553113553114,False,0.8113553113553114,0.8211305362123587,0.152149145815256,0.43682685473730243,True,0.6900620092179127,0.0065588083417227275
1,Lateral Meniscus,w23,47,18,0.7969348659003831,False,0.7969348659003831,0.7038190104313293,0.16564351821089962,0.41659518499456727,True,0.6334642603726465,0.04184689643122755
1,Medial OA,w23,47,12,0.6833333333333333,False,0.6833333333333333,0.5663276009492874,0.18134934073332992,0.2572139303482588,True,0.3890188288439311,0.08607436413955616
1,Lateral OA,w23,47,8,0.7211538461538461,False,0.7211538461538461,0.5030878478246898,0.14286840373585194,0.3102755453501722,True,0.4326501866695125,0.19601491557456627
1,PF OA,w23,47,17,0.7823529411764706,False,0.7823529411764706,0.7601949933556185,0.15837743781413843,0.39613696224758566,True,0.6409511780049625,0.09311602978958845
1,Effusion,w23,47,28,0.6654135338345865,False,0.6654135338345865,0.7168269745060104,0.22040125432426522,0.23207271911121086,True,0.3161579358233499,-0.047605532019561386
1,Synovitis,w23,47,21,0.4725274725274725,False,0.4725274725274725,0.4718840363100294,0.2572027420274351,0.03,True,-0.020309151902275044,-0.002506141027360999
1,Baker's,w23,47,9,0.8567251461988303,False,0.8567251461988303,0.7761106505787359,0.10645665121291505,0.5004800558610456,True,0.8208686558823041,0.10329260524624431
1,Contusion,w23,47,15,0.84375,False,0.84375,0.7102246100419475,0.16373248949556682,0.482276119402985,True,0.6266296096789933,0.11765964199421716
1,Fracture,w23,47,14,0.7965367965367965,False,0.7965367965367965,0.6501763065672839,0.16879682494227383,0.4160366996187892,True,0.5550238127461857,0.15385309249303095
1,ACL,primary_teacher,46,19,0.996101364522417,False,0.996101364522417,0.9908466819221968,0.10813043478260866,0.6915352353948845,True,0.9018424365386035,-0.9659910802694388
1,MCL,primary_teacher,46,8,0.9901315789473685,False,0.9901315789473685,0.9166666666666666,0.08153913043478264,0.6832137161084528,True,0.9205169414794702,-0.18426017480959936
1,Medial Meniscus,primary_teacher,46,21,0.9542857142857142,False,0.9542857142857142,0.9376121463077984,0.08045217391304349,0.6332467532467532,True,0.8022113508901928,-0.02026469119090893
1,Lateral Meniscus,primary_teacher,46,18,0.8035714285714286,False,0.8035714285714286,0.6664764109173483,0.18218260869565217,0.42316017316017307,True,0.5052006624078359,-0.034189787050675595
1,Medial OA,primary_teacher,46,12,0.9191176470588235,False,0.9191176470588235,0.8568085748792271,0.10612173913043475,0.5842245989304811,True,0.7341386162439713,-0.1474578617699001
1,Lateral OA,primary_teacher,46,8,0.8486842105263158,False,0.8486842105263158,0.5512845849802371,0.12353043478260872,0.4860446570972887,True,0.6204243201856545,-0.039202323965133734
1,PF OA,primary_teacher,46,16,0.875,False,0.875,0.823822463768116,0.1370608695652174,0.5227272727272727,True,0.6352081644645289,0.05486305935268998
1,Effusion,primary_teacher,46,27,0.8284600389863549,False,0.8284600389863549,0.8289473684210527,0.17550434782608695,0.45785338767794936,True,0.6385186969542391,-0.4917830833763204
1,Synovitis,primary_teacher,46,21,0.68,False,0.68,0.6112916069437808,0.21235652173913047,0.25090909090909097,True,0.4191379552119703,0.15194292631447706
1,Baker's,primary_teacher,46,9,0.96996996996997,False,0.96996996996997,0.818070818070818,0.09720869565217394,0.6551096551096551,True,0.9715130197490631,-0.18777666003103263
1,Contusion,primary_teacher,46,14,0.7901785714285714,False,0.7901785714285714,0.5993839814786485,0.24995652173913047,0.40449134199134207,True,0.5032365015244533,-0.3241564944946885
1,Fracture,primary_teacher,46,13,0.8601398601398601,False,0.8601398601398601,0.6868503118503119,0.1470608695652174,0.5020131383767747,True,0.6754165663063625,-0.03395177552557955
