OuterFold,Label,Feature,StandardizedCoefficient
4,ACL,EvidencePositiveScore,0.4342724038454214
4,ACL,EvidenceNegativeScore,-0.346867712575837
4,ACL,RelatedScore,-0.1906276960261752
4,ACL,UncertaintyFlag,0.0
4,ACL,FusedAssertionConfidence,0.09491166330495765
4,ACL,RuleDecidableFlag,0.16981844940655336
4,ACL,SemanticDirectStrength,0.2555928391213809
4,ACL,SemanticDirectMargin,0.44747642946088684
4,ACL,SeverityLow,-0.13627645070300545
4,ACL,SeverityModerate,-0.18304802992798236
4,ACL,SeverityHigh,0.2894259503322265
4,ACL,SeverityDegenerative,0.010438632145072188
4,ACL,Intercept,-0.19474573978646073
4,MCL,EvidencePositiveScore,0.15672457506834017
4,MCL,EvidenceNegativeScore,-0.11141387103245734
4,MCL,RelatedScore,-0.012602632156265966
4,MCL,UncertaintyFlag,0.2535596428192874
4,MCL,FusedAssertionConfidence,0.08271645740202065
4,MCL,RuleDecidableFlag,0.05208348586581911
4,MCL,SemanticDirectStrength,0.22395683488810791
4,MCL,SemanticDirectMargin,0.252322494193325
4,MCL,SeverityLow,0.04584208173028143
4,MCL,SeverityModerate,0.17127431181419392
4,MCL,SeverityHigh,0.32017130043966324
4,MCL,SeverityDegenerative,0.0
4,MCL,Intercept,-0.8169579492793512
4,Medial Meniscus,EvidencePositiveScore,0.4098040067575349
4,Medial Meniscus,EvidenceNegativeScore,-0.2921872219472927
4,Medial Meniscus,RelatedScore,-0.07771475059165991
4,Medial Meniscus,UncertaintyFlag,-0.23821350549671574
4,Medial Meniscus,FusedAssertionConfidence,0.03296697823278188
4,Medial Meniscus,RuleDecidableFlag,0.16354614060163264
4,Medial Meniscus,SemanticDirectStrength,0.199418989576605
4,Medial Meniscus,SemanticDirectMargin,0.37358888856494826
4,Medial Meniscus,SeverityLow,0.09837559821241762
4,Medial Meniscus,SeverityModerate,0.08738690182143889
4,Medial Meniscus,SeverityHigh,0.15767642238591584
4,Medial Meniscus,SeverityDegenerative,-0.033391801438467296
4,Medial Meniscus,Intercept,-0.10651782853646541
4,Lateral Meniscus,EvidencePositiveScore,0.49546445440661935
4,Lateral Meniscus,EvidenceNegativeScore,-0.41029326477087535
4,Lateral Meniscus,RelatedScore,0.04333307927024161
4,Lateral Meniscus,UncertaintyFlag,-0.16103426224223244
4,Lateral Meniscus,FusedAssertionConfidence,0.04206103430873671
4,Lateral Meniscus,RuleDecidableFlag,0.06535670740644692
4,Lateral Meniscus,SemanticDirectStrength,0.12105867323368094
4,Lateral Meniscus,SemanticDirectMargin,0.3903361896033277
4,Lateral Meniscus,SeverityLow,-0.060140791116404184
4,Lateral Meniscus,SeverityModerate,-0.1970709046660063
4,Lateral Meniscus,SeverityHigh,0.0
4,Lateral Meniscus,SeverityDegenerative,-0.13422001093436434
4,Lateral Meniscus,Intercept,-0.22258744137792852
4,Medial OA,EvidencePositiveScore,0.21952592850776081
4,Medial OA,EvidenceNegativeScore,-0.09612816932500998
4,Medial OA,RelatedScore,0.4363444379838883
4,Medial OA,UncertaintyFlag,0.0
4,Medial OA,FusedAssertionConfidence,0.14573930149581713
4,Medial OA,RuleDecidableFlag,0.14573930149581713
4,Medial OA,SemanticDirectStrength,-0.03338473527254491
4,Medial OA,SemanticDirectMargin,-0.06829666883352907
4,Medial OA,SeverityLow,0.12434878515132164
4,Medial OA,SeverityModerate,0.03584694846526564
4,Medial OA,SeverityHigh,0.21701648763168208
4,Medial OA,SeverityDegenerative,0.13746617618856646
4,Medial OA,Intercept,-0.49820243107058615
4,Lateral OA,EvidencePositiveScore,0.1250999971070991
4,Lateral OA,EvidenceNegativeScore,-0.08542499106930354
4,Lateral OA,RelatedScore,0.1611058273017167
4,Lateral OA,UncertaintyFlag,0.0
4,Lateral OA,FusedAssertionConfidence,0.048373469036647174
4,Lateral OA,RuleDecidableFlag,0.04837345921305732
4,Lateral OA,SemanticDirectStrength,-0.023424119114790184
4,Lateral OA,SemanticDirectMargin,0.008856652642044981
4,Lateral OA,SeverityLow,0.05285928777076176
4,Lateral OA,SeverityModerate,0.2687655582409384
4,Lateral OA,SeverityHigh,0.15117370852780312
4,Lateral OA,SeverityDegenerative,0.2684905759528233
4,Lateral OA,Intercept,-0.678351936566029
4,PF OA,EvidencePositiveScore,0.2942888431887751
4,PF OA,EvidenceNegativeScore,0.02745826801430314
4,PF OA,RelatedScore,0.29757177960905573
4,PF OA,UncertaintyFlag,0.0
4,PF OA,FusedAssertionConfidence,0.2157997613572286
4,PF OA,RuleDecidableFlag,0.2157997613572286
4,PF OA,SemanticDirectStrength,0.17873197427207174
4,PF OA,SemanticDirectMargin,0.13640281958408187
4,PF OA,SeverityLow,-0.1300549654717915
4,PF OA,SeverityModerate,0.08082004931384776
4,PF OA,SeverityHigh,0.1348597417591336
4,PF OA,SeverityDegenerative,0.0
4,PF OA,Intercept,-0.34459030958813974
4,Effusion,EvidencePositiveScore,0.29953893561680783
4,Effusion,EvidenceNegativeScore,-0.33975825325196946
4,Effusion,RelatedScore,0.0
4,Effusion,UncertaintyFlag,0.0
4,Effusion,FusedAssertionConfidence,-0.10311893156414297
4,Effusion,RuleDecidableFlag,-0.015644505543403298
4,Effusion,SemanticDirectStrength,0.20786996686793502
4,Effusion,SemanticDirectMargin,0.04381422064363838
4,Effusion,SeverityLow,-0.2783231809399544
4,Effusion,SeverityModerate,-0.029155080785899238
4,Effusion,SeverityHigh,0.09530625665808821
4,Effusion,SeverityDegenerative,0.051096751554861014
4,Effusion,Intercept,0.21689180512676504
4,Synovitis,EvidencePositiveScore,0.18207635323144075
4,Synovitis,EvidenceNegativeScore,0.01092148508120942
4,Synovitis,RelatedScore,0.1117422133306725
4,Synovitis,UncertaintyFlag,0.0
4,Synovitis,FusedAssertionConfidence,0.1910520232349727
4,Synovitis,RuleDecidableFlag,0.1910520232349727
4,Synovitis,SemanticDirectStrength,-0.12952487700859672
4,Synovitis,SemanticDirectMargin,-0.12955209618190944
4,Synovitis,SeverityLow,0.03289516220228096
4,Synovitis,SeverityModerate,-0.06912180970320835
4,Synovitis,SeverityHigh,0.11825571116786493
4,Synovitis,SeverityDegenerative,0.11825571116786493
4,Synovitis,Intercept,-0.0588203712267736
4,Baker's,EvidencePositiveScore,0.2715391316365078
4,Baker's,EvidenceNegativeScore,-0.1689727459791883
4,Baker's,RelatedScore,0.0
4,Baker's,UncertaintyFlag,0.0
4,Baker's,FusedAssertionConfidence,0.12759381263693598
4,Baker's,RuleDecidableFlag,0.12759381263693598
4,Baker's,SemanticDirectStrength,0.24428327550713594
4,Baker's,SemanticDirectMargin,0.24519089847203832
4,Baker's,SeverityLow,0.2027092370957076
4,Baker's,SeverityModerate,0.3099534555581137
4,Baker's,SeverityHigh,0.10351670392082234
4,Baker's,SeverityDegenerative,0.10351670392082234
4,Baker's,Intercept,-0.6218617729408471
4,Contusion,EvidencePositiveScore,0.24154555278532147
4,Contusion,EvidenceNegativeScore,-0.2795361942707061
4,Contusion,RelatedScore,0.16835594672313567
4,Contusion,UncertaintyFlag,0.1481745474415174
4,Contusion,FusedAssertionConfidence,0.3130128600225722
4,Contusion,RuleDecidableFlag,-0.02488926753649117
4,Contusion,SemanticDirectStrength,0.11735095480100301
4,Contusion,SemanticDirectMargin,0.11656048552971987
4,Contusion,SeverityLow,0.05183607260036954
4,Contusion,SeverityModerate,0.0
4,Contusion,SeverityHigh,0.19745408624418614
4,Contusion,SeverityDegenerative,-0.14367983550033667
4,Contusion,Intercept,-0.4170502305218492
4,Fracture,EvidencePositiveScore,0.32267995091985135
4,Fracture,EvidenceNegativeScore,-0.25058512823679674
4,Fracture,RelatedScore,0.29723695948073
4,Fracture,UncertaintyFlag,-0.0949674312926404
4,Fracture,FusedAssertionConfidence,0.20041171359803522
4,Fracture,RuleDecidableFlag,0.09467075755224137
4,Fracture,SemanticDirectStrength,0.13037436962815832
4,Fracture,SemanticDirectMargin,0.12033689705839534
4,Fracture,SeverityLow,0.1807817402357371
4,Fracture,SeverityModerate,0.0
4,Fracture,SeverityHigh,0.16538274637105346
4,Fracture,SeverityDegenerative,0.0
4,Fracture,Intercept,-0.4089014908792408
