OuterFold,Label,Feature,StandardizedCoefficient
3,ACL,EvidencePositiveScore,0.4244323644141768
3,ACL,EvidenceNegativeScore,-0.346448706133017
3,ACL,RelatedScore,-0.07302275831232916
3,ACL,UncertaintyFlag,0.0
3,ACL,FusedAssertionConfidence,0.06641612914670823
3,ACL,RuleDecidableFlag,0.15233500646015782
3,ACL,SemanticDirectStrength,0.2296926500051669
3,ACL,SemanticDirectMargin,0.4380822766891279
3,ACL,SeverityLow,-0.36085637180560604
3,ACL,SeverityModerate,-0.1875556528864862
3,ACL,SeverityHigh,0.3700741774450702
3,ACL,SeverityDegenerative,-0.05707030049109054
3,ACL,Intercept,-0.2043445161541414
3,MCL,EvidencePositiveScore,0.23076669695958327
3,MCL,EvidenceNegativeScore,-0.132023669419404
3,MCL,RelatedScore,-0.007762229989998842
3,MCL,UncertaintyFlag,0.0
3,MCL,FusedAssertionConfidence,0.08825071260870641
3,MCL,RuleDecidableFlag,0.11148138749493104
3,MCL,SemanticDirectStrength,0.18309090980617798
3,MCL,SemanticDirectMargin,0.2203150039849183
3,MCL,SeverityLow,-0.0016235762047450914
3,MCL,SeverityModerate,0.2625642550441821
3,MCL,SeverityHigh,0.3105525860365614
3,MCL,SeverityDegenerative,0.0
3,MCL,Intercept,-0.8183706925105556
3,Medial Meniscus,EvidencePositiveScore,0.41235410529904654
3,Medial Meniscus,EvidenceNegativeScore,-0.25610932627625
3,Medial Meniscus,RelatedScore,-0.15816567809030735
3,Medial Meniscus,UncertaintyFlag,-0.2298866678493608
3,Medial Meniscus,FusedAssertionConfidence,0.06889963945595982
3,Medial Meniscus,RuleDecidableFlag,0.2629851543538964
3,Medial Meniscus,SemanticDirectStrength,0.20143044711759905
3,Medial Meniscus,SemanticDirectMargin,0.347144560284672
3,Medial Meniscus,SeverityLow,0.10815382557121245
3,Medial Meniscus,SeverityModerate,0.12554128051601476
3,Medial Meniscus,SeverityHigh,0.08511031812621189
3,Medial Meniscus,SeverityDegenerative,-0.042571122260331634
3,Medial Meniscus,Intercept,-0.11305561480575012
3,Lateral Meniscus,EvidencePositiveScore,0.49880667052319383
3,Lateral Meniscus,EvidenceNegativeScore,-0.328882682996175
3,Lateral Meniscus,RelatedScore,0.09092432225567777
3,Lateral Meniscus,UncertaintyFlag,-0.0023655679123431735
3,Lateral Meniscus,FusedAssertionConfidence,0.10320184408712159
3,Lateral Meniscus,RuleDecidableFlag,0.05689351367718816
3,Lateral Meniscus,SemanticDirectStrength,0.22006291325453106
3,Lateral Meniscus,SemanticDirectMargin,0.42836843695206217
3,Lateral Meniscus,SeverityLow,0.004087636054225966
3,Lateral Meniscus,SeverityModerate,-0.03142058769620025
3,Lateral Meniscus,SeverityHigh,0.0
3,Lateral Meniscus,SeverityDegenerative,-0.13290894718445556
3,Lateral Meniscus,Intercept,-0.2175621824967937
3,Medial OA,EvidencePositiveScore,0.19862432434935978
3,Medial OA,EvidenceNegativeScore,-0.04536683904426571
3,Medial OA,RelatedScore,0.4298135949871324
3,Medial OA,UncertaintyFlag,0.0
3,Medial OA,FusedAssertionConfidence,0.22045156179105246
3,Medial OA,RuleDecidableFlag,0.22045154836673958
3,Medial OA,SemanticDirectStrength,0.04550234641534531
3,Medial OA,SemanticDirectMargin,0.07860460155809852
3,Medial OA,SeverityLow,0.18631097259195983
3,Medial OA,SeverityModerate,-0.0377875424546474
3,Medial OA,SeverityHigh,0.13354450692442135
3,Medial OA,SeverityDegenerative,0.0973811049009519
3,Medial OA,Intercept,-0.4251099799378393
3,Lateral OA,EvidencePositiveScore,0.1258517722844977
3,Lateral OA,EvidenceNegativeScore,-0.05849580728634198
3,Lateral OA,RelatedScore,0.13317669718152345
3,Lateral OA,UncertaintyFlag,0.0
3,Lateral OA,FusedAssertionConfidence,0.0
3,Lateral OA,RuleDecidableFlag,0.0
3,Lateral OA,SemanticDirectStrength,0.10453040870120796
3,Lateral OA,SemanticDirectMargin,0.14090925883865665
3,Lateral OA,SeverityLow,0.012069716044177316
3,Lateral OA,SeverityModerate,0.2693320501890678
3,Lateral OA,SeverityHigh,0.0
3,Lateral OA,SeverityDegenerative,0.27935141168344113
3,Lateral OA,Intercept,-0.6835499970550574
