Variant,Scope,Seed,Epoch,GoldLoss,PseudoLoss,TotalLoss,LearningRate,ElapsedSeconds,PseudoMass::ACL,PseudoMass::MCL,PseudoMass::Medial Meniscus,PseudoMass::Lateral Meniscus,PseudoMass::Medial OA,PseudoMass::Lateral OA,PseudoMass::PF OA,PseudoMass::Effusion,PseudoMass::Synovitis,PseudoMass::Baker's,PseudoMass::Contusion,PseudoMass::Fracture,DiagnosticMacroAUROC,DiagnosticMacroAP,DiagnosticMacroF1,DiagnosticIsPristineOOF
w60,cv_fold_2,60002,1,0.8557480722665787,0.7120482828468084,0.8397814370691776,0.00040379170073213423,1.7632653713226318,661.4000053405762,654.2000026702881,958.7000007629395,1072.5000095367432,1833.5761985778809,1836.7480239868164,1839.3288764953613,952.6999797821045,1858.345817565918,536.3999967575073,147.2999973297119,327.4000029563904,0.6404045414462082,0.5812336803408232,0.4210775335775336,False
w60,cv_fold_2,60002,2,0.5482741082087159,0.8300685212016106,0.5795846059918404,0.0009437317965886256,3.5461199283599854,694.7999992370605,687.7999973297119,969.9000148773193,1055.2000160217285,1846.6897277832031,1830.7813873291016,1856.671516418457,958.0,1870.1668586730957,575.500002861023,157.25999760627747,333.90000009536743,0.6322200176366842,0.5616431677890011,0.4718177655677656,False
w60,cv_fold_2,60002,3,0.34690142795443535,0.9324561338871717,0.4119630642235279,0.000997894146250357,5.344377517700195,679.6000070571899,670.600001335144,955.1999988555908,1048.599998474121,1851.9807357788086,1845.0765342712402,1860.570671081543,968.0999889373779,1872.7170486450195,563.8000020980835,170.87999558448792,339.2000021934509,0.5866898148148149,0.5157800224466891,0.3045875420875421,False
w60,cv_fold_2,60002,4,0.15661112312227488,0.9974917341023684,0.2500423057936132,0.0009859933784373501,7.13575291633606,640.8999967575073,679.0000019073486,952.6000003814697,1063.000005722046,1850.4345245361328,1841.9112434387207,1859.462833404541,956.4999923706055,1871.9195709228516,568.8999996185303,152.8799968957901,330.80000495910645,0.6209931657848324,0.5188788823610252,0.4373626373626373,False
w60,cv_fold_2,60002,5,0.07912848773412406,1.0092383585870266,0.18247403018176556,0.0009638300653841702,8.941380977630615,673.2000045776367,649.0000066757202,956.0000057220459,1049.0000114440918,1845.8129081726074,1826.0428047180176,1873.9703178405762,978.799991607666,1870.633602142334,556.8000040054321,163.91999506950378,357.00000286102295,0.5896880511463845,0.5334897730135825,0.42449813258636787,False
w60,cv_fold_2,60002,6,0.060744032147340477,0.9236819632351398,0.15662602707743645,0.0009318722236297356,10.811929702758789,672.3999919891357,667.3000059127808,972.600004196167,1035.0000114440918,1830.5425033569336,1830.7747268676758,1863.0094184875488,946.4999942779541,1865.1174278259277,535.8000030517578,138.41999888420105,317.39999771118164,0.6362736992945327,0.5391089466089465,0.41132478632478625,False
w60,cv_fold_2,60002,7,0.049429422011598945,0.8412356283515692,0.13740789121948183,0.000890794698060879,12.602004528045654,657.4000082015991,675.1000022888184,982.5000076293945,1066.4000053405762,1856.5718460083008,1820.3848342895508,1854.9326553344727,951.0999870300293,1870.355697631836,558.7000036239624,138.36000001430511,298.80000257492065,0.6268353174603175,0.5635138230376325,0.4445988651871005,False
w60,cv_fold_2,60002,8,0.03582960169296712,0.7416232023388147,0.11425111349672079,0.0008414649113999131,14.382132053375244,662.7999973297119,642.5999994277954,960.9000072479248,1070.3999977111816,1856.0058135986328,1837.772315979004,1864.0516548156738,947.1999855041504,1876.9245681762695,534.2999992370605,140.15999817848206,302.99999952316284,0.6004023368606702,0.5371766417004512,0.42377645502645506,False
w60,cv_fold_2,60002,9,0.025187384337186813,0.6968957390636206,0.09982164739631116,0.0007849245470794208,16.19421148300171,641.2000026702881,626.2999992370605,957.3999996185303,1021.300012588501,1841.0543251037598,1824.491611480713,1857.2550811767578,939.1999988555908,1864.652572631836,570.4999961853027,144.77999901771545,312.6000032424927,0.5964285714285714,0.5332918470418471,0.4508361464243818,False
w60,cv_fold_2,60002,10,0.018178674596128985,0.6666747536510229,0.09023379464633763,0.0007223675523019238,18.056524753570557,653.9000034332275,658.2000036239624,973.8999977111816,1043.0000076293945,1835.46968460083,1832.3916473388672,1848.7542533874512,980.3000011444092,1865.8947563171387,539.7000045776367,159.71999788284302,318.4000015258789,0.6150462962962963,0.5419222983806318,0.40434565434565434,False
