Variant,Scope,Seed,Epoch,GoldLoss,PseudoLoss,TotalLoss,LearningRate,ElapsedSeconds,PseudoMass::ACL,PseudoMass::MCL,PseudoMass::Medial Meniscus,PseudoMass::Lateral Meniscus,PseudoMass::Medial OA,PseudoMass::Lateral OA,PseudoMass::PF OA,PseudoMass::Effusion,PseudoMass::Synovitis,PseudoMass::Baker's,PseudoMass::Contusion,PseudoMass::Fracture,DiagnosticMacroAUROC,DiagnosticMacroAP,DiagnosticMacroF1,DiagnosticIsPristineOOF
w60,cv_fold_1,60001,1,0.8654890935868025,0.7025999017059803,0.8473902959376574,0.00040379170073213423,2.981750726699829,682.9000110626221,667.3000040054321,990.4000034332275,1034.8000144958496,1846.800121307373,1829.5227432250977,1862.280574798584,937.8999862670898,1874.8268661499023,589.500002861023,144.4199960231781,340.00000071525574,0.6476190476190476,0.6631099257884973,0.39464285714285713,False
w60,cv_fold_1,60001,2,0.5732450596988201,0.8490910436958075,0.6038946146145463,0.0009437317965886256,4.777454137802124,659.5000038146973,616.9000034332275,986.1000022888184,1063.7000179290771,1837.3187294006348,1833.8056564331055,1849.5862846374512,952.699987411499,1875.5718536376953,579.7000017166138,142.19999849796295,310.7000002861023,0.6431547619047618,0.6383489801644563,0.43141534391534386,False
w60,cv_fold_1,60001,3,0.3250832986086607,0.9085764158517122,0.389915868639946,0.000997894146250357,6.557271957397461,663.3999919891357,613.000002861023,952.1000061035156,1043.500015258789,1846.5912704467773,1837.890869140625,1844.4640350341797,958.1999931335449,1860.6853370666504,556.8000059127808,149.57999849319458,333.10000133514404,0.639484126984127,0.5926033292104721,0.38503024753024756,False
w60,cv_fold_1,60001,4,0.16593581973575056,1.0166450403630733,0.26045907149091363,0.0009859933784373501,8.333466053009033,681.0999927520752,655.5000085830688,951.7000122070312,1059.6000232696533,1839.4924011230469,1832.3567848205566,1857.303310394287,968.3999919891357,1867.88232421875,566.9000034332275,152.69999933242798,330.3000011444092,0.6672619047619047,0.5957911598983027,0.45930735930735933,False
w60,cv_fold_1,60001,5,0.08421918482054025,1.0100548788905144,0.18708981666713953,0.0009638300653841702,10.224948167800903,655.7000045776367,676.399995803833,957.4000053405762,1007.2000198364258,1845.9873733520508,1832.6817741394043,1857.797950744629,963.5999794006348,1868.340908050537,543.3000030517578,150.05999672412872,337.4000039100647,0.621825396825397,0.5858310786435786,0.41298701298701296,False
w60,cv_fold_1,60001,6,0.06337245367467403,0.9561386164277792,0.16256869584321976,0.0009318722236297356,12.005358695983887,642.6000032424927,611.9000034332275,957.6999988555908,1035.200008392334,1850.2690315246582,1836.7197036743164,1861.164249420166,959.8999824523926,1861.0508041381836,564.5999994277954,159.05999660491943,326.80000162124634,0.6074404761904763,0.594098038205181,0.42210752210752206,False
w60,cv_fold_1,60001,7,0.04857593635097146,0.8507971744984388,0.1377116315998137,0.000890794698060879,13.772330045700073,630.4000015258789,640.2000045776367,1028.5000095367432,1061.4000282287598,1844.9466667175293,1842.3666877746582,1861.2660751342773,964.4999942779541,1869.7852821350098,574.9999990463257,149.8199977874756,345.90000200271606,0.6367063492063492,0.5810708917405346,0.42707431457431455,False
w60,cv_fold_1,60001,8,0.03646585968090221,0.7435356937348843,0.11502917553298175,0.0008414649113999131,15.55980896949768,676.3000020980835,678.9000024795532,984.4999923706055,1069.5000038146973,1851.079849243164,1844.105697631836,1860.8924865722656,961.099983215332,1871.1202583312988,564.7000045776367,157.319997549057,314.300000667572,0.673313492063492,0.6248351714423143,0.45200817700817697,False
w60,cv_fold_1,60001,9,0.026588955952320248,0.7014216762036085,0.10157037130557,0.0007849245470794208,17.344257593154907,662.5999965667725,632.999997138977,952.399995803833,1039.4000148773193,1844.2614250183105,1841.5799140930176,1870.5044174194336,951.9999866485596,1864.975154876709,565.2000064849854,142.79999816417694,313.6000008583069,0.6875992063492063,0.613338558487368,0.4438732563732563,False
w60,cv_fold_1,60001,10,0.020768710353877395,0.6747899148613214,0.09343773452565074,0.0007223675523019238,19.126497507095337,656.7999992370605,653.4000034332275,988.2000045776367,1072.200008392334,1829.1208229064941,1826.9409370422363,1858.9862174987793,927.7999973297119,1872.4502182006836,555.7000026702881,153.4799975156784,342.80000019073486,0.6809523809523809,0.6319118910190339,0.3923039923039923,False
w60,cv_fold_1,60001,11,0.014615242049330845,0.6544260680675507,0.0857053347863257,0.0006551149257877237,20.91041374206543,676.000002861023,648.6000051498413,970.0000019073486,1045.7000160217285,1840.595371246338,1829.9969291687012,1862.7796096801758,950.8999862670898,1869.7808265686035,544.6000080108643,145.73999643325806,323.49999952316284,0.7159722222222221,0.6350746695984791,0.43324314574314565,False
w60,cv_fold_1,60001,12,0.011448807606939226,0.6428352855145931,0.08160286117345095,0.0005845868226110556,22.68935489654541,676.5000009536743,654.8000001907349,1019.3999996185303,1050.3000183105469,1846.3166198730469,1834.6724128723145,1855.2783126831055,970.8999900817871,1863.017002105713,567.4000043869019,160.4999966621399,355.7999978065491,0.7237103174603176,0.6418322109988778,0.4397907647907647,False
w60,cv_fold_1,60001,13,0.011609210167080164,0.6392962038516998,0.08135221106931567,0.0005122725651789991,24.49614691734314,704.4000015258789,657.1000022888184,953.2999954223633,1087.6000137329102,1850.2518463134766,1845.3728408813477,1850.5420379638672,946.9999923706055,1874.9397735595703,565.6000022888184,158.64000010490417,350.8999996185303,0.7370039682539682,0.6469573713323712,0.3931457431457431,False
w60,cv_fold_1,60001,14,0.009086445337743498,0.6361013893038034,0.07875477336347103,0.0004396991936229908,26.27447772026062,705.8999919891357,697.700005531311,996.6000080108643,1067.1000137329102,1838.3871002197266,1826.907371520996,1839.2555389404297,979.5999908447266,1867.597526550293,571.1000080108643,153.77999877929688,354.30000495910645,0.7526785714285714,0.6823671236171237,0.4733044733044733,False
w60,cv_fold_1,60001,15,0.009694321095594205,0.6348508093506098,0.07915615383535624,0.000368399219715606,28.083139181137085,719.0000076293945,683.7000064849854,978.4000110626221,1061.000005722046,1848.5224685668945,1833.228172302246,1857.3983535766602,980.8999786376953,1872.994701385498,553.4999933242798,156.2999985218048,331.7999975681305,0.7591269841269841,0.682848038205181,0.3872710622710622,False
w60,cv_fold_1,60001,16,0.0076960417500231415,0.6348581295460463,0.07738071819767356,0.0002998782652442116,29.888973236083984,647.2999992370605,641.2000036239624,962.6000061035156,1041.1999969482422,1849.511131286621,1834.6708908081055,1861.9844017028809,932.5999870300293,1864.9615287780762,562.0000038146973,149.63999795913696,309.00000047683716,0.7640873015873016,0.7001132498453927,0.48461399711399705,False
w60,cv_fold_1,60001,17,0.0073095448897220194,0.6320294812321663,0.0767228719778359,0.0002355832682129828,31.669729471206665,665.299994468689,647.2000017166138,1020.8000030517578,1045.4000129699707,1838.1551780700684,1833.7006950378418,1852.0396728515625,938.4999980926514,1868.5632133483887,546.1000061035156,163.07999515533447,340.8000032901764,0.7464285714285713,0.6616098484848484,0.43102730602730593,False
w60,cv_fold_1,60001,18,0.006480596930487081,0.6291970796883106,0.07567131775431335,0.00017687192825410517,33.44754481315613,669.600004196167,658.7000074386597,1000.6000061035156,1072.6000156402588,1846.3285026550293,1828.636173248291,1851.9155349731445,966.4999904632568,1870.5613021850586,538.7000017166138,143.63999843597412,322.30000400543213,0.750297619047619,0.6860344516594515,0.476051726051726,False
w60,cv_fold_1,60001,19,0.00603747769491747,0.6288297977298498,0.07523662457242608,0.0001249840364609445,35.24941039085388,678.2999992370605,654.2999992370605,956.8000087738037,1032.8000011444092,1843.7989387512207,1839.8659286499023,1857.690284729004,966.8999824523926,1875.3954315185547,516.7000150680542,154.37999558448792,319.2999987602234,0.7636904761904763,0.701160113035113,0.468115218115218,False
w60,cv_fold_1,60001,20,0.005433555692434311,0.6258505713194609,0.07436878024600446,8.10152950631509e-05,37.03619027137756,696.2000074386597,711.0,1003.6000003814697,1097.3000202178955,1866.850429534912,1823.828727722168,1866.7890434265137,966.4999866485596,1881.4560813903809,570.000002861023,148.79999661445618,348.7000036239624,0.7666666666666666,0.7074795574795574,0.48647741147741136,False
w60,cv_fold_1,60001,21,0.005539847945328802,0.6258163005113602,0.0744594547431916,4.589417978636221e-05,38.82305836677551,654.9000053405762,663.3999977111816,978.0000057220459,1069.3000087738037,1843.681022644043,1836.5510368347168,1862.7365760803223,947.0999851226807,1871.0091285705566,550.200005531311,126.84000062942505,319.99999809265137,0.7659722222222222,0.7045165945165944,0.47208347208347207,False
w60,cv_fold_1,60001,22,0.005392330000177026,0.6256823167204857,0.07431344036012888,2.0362333487643505e-05,40.60567045211792,643.3000020980835,647.6999998092651,990.0000152587891,1078.100009918213,1850.049461364746,1830.4492378234863,1854.2562828063965,950.5000019073486,1857.0766258239746,539.8000059127808,154.19999754428864,330.60000467300415,0.7659722222222222,0.7045165945165944,0.46425518925518916,False
w60,cv_fold_1,60001,23,0.005231566057773307,0.62623499520123,0.07423194707371294,4.958905088830256e-06,42.397165298461914,663.7000017166138,675.1999921798706,1001.0999946594238,1075.2999992370605,1841.33101272583,1831.9908752441406,1863.5634727478027,957.6999931335449,1864.1151504516602,572.4000034332275,143.819997549057,335.30000257492065,0.7659722222222222,0.7045165945165944,0.46425518925518916,False
w60,cv_fold_1,60001,24,0.005430298711871728,0.6224285382777452,0.07398565928451717,9.164518176878753e-09,44.21340608596802,665.9000053405762,689.1000022888184,990.4000034332275,1086.3000202178955,1850.8438911437988,1845.9461135864258,1862.1409606933594,938.3999977111816,1865.0699615478516,562.4000110626221,155.93999767303467,338.79999923706055,0.7659722222222222,0.7045165945165944,0.49798534798534794,False
