OuterFold,Label,OuterTrainN,GoldPositive,GoldNegative,InnerCVSplits,InnerCVRepeats,InnerOOF_AUROC,InnerOOF_AP,InnerOOF_Brier,InnerPrior_Brier,InnerBrierImprovementVsPrior,InnerOOF_LogLoss,EvidenceAvailableN,EvidenceCoverage,EvidenceOnly_AUROC,EvidenceOnly_AP,EvidenceOnly_Brier,EvidenceOnly_Prior_Brier,EvidenceOnly_BrierImprovementVsPrior,OuterTrainPriorProbability,OuterTrainEvidencePriorProbability,PseudoLabelGateReason,PseudoLabelGatePass
1,ACL,47,20,27,5,5,0.901851851851852,0.9216033021038972,0.10465295652337711,0.24445450430058843,0.13980154777721132,0.36706503864732287,31,0.6595744680851063,0.9615384615384615,0.9718033850967289,0.09137901630218082,0.2434963579604579,0.1521173416582771,0.425531914893617,0.5806451612903226,pass,True
1,MCL,47,8,39,5,5,1.0,1.0,0.07867557439837873,0.14124038026256222,0.06256480586418349,0.31253154508981457,22,0.46808510638297873,1.0,1.0,0.1102100365620975,0.23140495867768598,0.12119492211558848,0.1702127659574468,0.36363636363636365,pass,True
1,Medial Meniscus,47,21,26,5,5,0.8113553113553114,0.8211305362123587,0.152149145815256,0.24717066545948385,0.09502151964422786,0.48171193593906214,27,0.574468085106383,0.8705882352941176,0.8989927978090426,0.13006858060209286,0.23319615912208505,0.10312757851999219,0.44680851063829785,0.6296296296296297,pass,True
1,Lateral Meniscus,47,18,29,5,5,0.7969348659003831,0.7038190104313293,0.16564351821089965,0.2363060208239023,0.07066250261300266,0.5177900200844017,34,0.723404255319149,0.8140350877192982,0.7333062144826851,0.16215184765720242,0.2465397923875432,0.08438794473034078,0.3829787234042553,0.4411764705882353,pass,True
1,Medial OA,47,12,35,5,5,0.6833333333333333,0.5663276009492874,0.18134934073332998,0.19013128112267996,0.008781940389349985,0.5431632167307057,6,0.1276595744680851,0.75,0.9166666666666666,0.2073755389661992,0.22222222222222224,0.014846683256023036,0.2553191489361702,0.6666666666666666,insufficient_evidence_n,False
1,Lateral OA,47,8,39,5,5,0.7211538461538461,0.5030878478246898,0.14286840373585194,0.14124038026256222,-0.0016280234732897192,0.46315999527973534,2,0.0425531914893617,1.0,1.0,0.07065995796733612,0.25,0.17934004203266388,0.1702127659574468,0.5,insufficient_evidence_n,False
1,PF OA,47,17,30,5,5,0.7823529411764706,0.7601949933556185,0.15837743781413843,0.23087369850611142,0.07249626069197299,0.49642991218813853,10,0.2127659574468085,0.3333333333333333,0.9060405643738978,0.11237286309802592,0.09000000000000001,-0.022372863098025914,0.3617021276595745,0.9,insufficient_evidence_n|evidence_auc_below_gate|evidence_brier_not_better_than_prior,False
1,Effusion,47,28,19,5,5,0.6654135338345865,0.7168269745060104,0.22040125432426522,0.24083295608872787,0.020431701764462656,0.6320964051125246,41,0.8723404255319149,0.7156862745098039,0.7401453553573173,0.21207662070778238,0.2427126710291493,0.03063605032136693,0.5957446808510638,0.5853658536585366,pass,True
1,Synovitis,47,21,26,5,5,0.4725274725274725,0.4718840363100294,0.2572027420274351,0.24717066545948385,-0.010032076567951242,0.7178011305058719,12,0.2553191489361702,0.15625,0.5311823593073592,0.3130012319748116,0.22222222222222224,-0.09077900975258937,0.44680851063829785,0.6666666666666666,insufficient_evidence_n|evidence_auc_below_gate|evidence_brier_not_better_than_prior,False
1,Baker's,47,9,38,5,5,0.8567251461988303,0.7761106505787359,0.10645665121291506,0.1548211860570394,0.04836453484412434,0.37886809034358787,17,0.3617021276595745,0.8472222222222223,0.8491883116883118,0.1689488814886858,0.24913494809688583,0.08018606660820002,0.19148936170212766,0.47058823529411764,pass,True
1,Contusion,47,15,32,5,5,0.84375,0.7102246100419475,0.16373248949556685,0.21729289271163427,0.05356040321606742,0.5004561716694647,31,0.6595744680851063,0.6875,0.7102246100419475,0.22060665605973082,0.24973985431841836,0.029133198258687543,0.3191489361702128,0.4838709677419355,pass,True
1,Fracture,47,14,33,5,5,0.7965367965367965,0.6501763065672839,0.16879682494227383,0.20914440923494804,0.04034758429267421,0.5231379613899348,21,0.44680851063829785,0.8090909090909091,0.7366955266955266,0.18685240545108073,0.24943310657596368,0.06258070112488295,0.2978723404255319,0.47619047619047616,pass,True
