Fold,Epoch,LearningRate,GoldLoss,PseudoLoss,TotalLoss,GoldSteps,PseudoStudiesSeenThisEpoch,PseudoSelectedCellsSeenThisEpoch,ValLoss,ValMacroAUROC,ValMacroAP,ValMacroF1
2,1,0.0009829799502313896,1.1028691582057788,0.7405492520850637,1.2880064780297487,46,46,106,1.020325889190038,0.4633074294532628,0.4246091584782061,0.048484848484848485
2,2,0.0009330796891903274,1.0065308614917423,0.7080278772374858,1.1835378317729286,46,46,128,0.940252294143041,0.5264770723104055,0.45813030388923237,0.37333161334709325
2,3,0.0008536998372026806,0.9670328588589377,0.670829141917436,1.1347401401270991,46,46,123,0.940363864103953,0.5463927469135803,0.4557577475434618,0.3274042950513539
2,4,0.0007502500000000002,0.9585607025934302,0.6765785282072814,1.1277053356170654,46,46,110,0.9594849348068237,0.5380718143738976,0.47424199477770906,0.2826453388372893
2,5,0.0006297801130287093,0.9747187210165936,0.6742580416409866,1.1432832285113956,46,46,122,0.9367930392424265,0.5480751212522046,0.47503747795414464,0.3755024816944322
2,6,0.0005005000000000001,0.952790706054024,0.6763542255629664,1.121879264064457,46,46,103,0.9491276691357294,0.5517512676366844,0.4977458256029685,0.23671802054154992
2,7,0.000371219886971291,0.9505315371181654,0.6579322192979895,1.1150145893511565,46,46,109,0.9392226139704386,0.5531470458553792,0.4876899951899953,0.23042060278902385
2,8,0.00025075000000000016,0.9391308284324148,0.6715308829494144,1.107013544310694,46,46,114,0.9345462719599406,0.5495397927689594,0.49058693511074464,0.2647881959801464
2,9,0.00014730016279731957,0.9383935669194097,0.6863672059515248,1.109985368407291,46,46,120,0.9357287834088007,0.5457603064373896,0.4917756934423601,0.18243525480367584
2,10,6.792031080967288e-05,0.9237181375855985,0.6653241048688474,1.0900491631549338,46,46,103,0.9343502124150594,0.5525063381834215,0.5005318705765135,0.20576563958916902
2,11,1.802004976861044e-05,0.9300849152647931,0.6679896854836008,1.0970823440862738,46,46,123,0.935542235771815,0.551646549823633,0.49186731258159827,0.24097867217062263
2,12,1e-06,0.9196652368358944,0.6674395786679309,1.0865251344183218,46,46,114,0.9355223874251047,0.5545345568783069,0.5138297086511372,0.2699164011083516
