Fold,Epoch,LearningRate,GoldLoss,PseudoLoss,TotalLoss,GoldSteps,PseudoStudiesSeenThisEpoch,PseudoSelectedCellsSeenThisEpoch,ValLoss,ValMacroAUROC,ValMacroAP,ValMacroF1
1,1,0.0009829799502313896,1.1208642391448325,0.7078128748751701,1.297817462302269,47,47,124,1.1252654086459766,0.6049603174603174,0.5292723364598364,0.21203703703703702
1,2,0.0009330796891903274,1.027180809923943,0.7134402153339792,1.20554086122107,47,47,129,0.9902597178112377,0.5243055555555556,0.524246432579766,0.24176003734827264
1,3,0.0008536998372026806,1.0026679647729753,0.698071280692486,1.177185776385855,47,47,125,0.9963555552742698,0.536061507936508,0.5101511143177809,0.2915946934329287
1,4,0.0007502500000000002,0.9855863236366434,0.6726907884820978,1.1537590128310182,47,47,135,0.9728455597704108,0.5342757936507936,0.5261586099086099,0.15261243386243387
1,5,0.0006297801130287093,0.9808034009121834,0.6721013327862354,1.1488287322064663,47,47,99,0.976738528771834,0.519047619047619,0.5293459395542729,0.29983465608465604
1,6,0.0005005000000000001,0.9592775613703626,0.6920677182522226,1.1322944874459124,47,47,108,0.9583012407476251,0.5306051587301588,0.5300763802995946,0.21143596327419856
1,7,0.000371219886971291,0.9668952810003403,0.6826401733337565,1.1375553265531013,47,47,127,0.9546705755320463,0.5516369047619047,0.5505490921115921,0.3156687675070028
1,8,0.00025075000000000016,0.9620561447549374,0.6937920768210228,1.1355041582533654,47,47,114,0.9631314060904763,0.5170138888888889,0.5153433856707665,0.2446759259259259
1,9,0.00014730016279731957,0.9458547272580735,0.687401588926924,1.1177051257579884,47,47,111,0.9654463096098467,0.5252480158730158,0.539302649510983,0.18832671957671956
1,10,6.792031080967288e-05,0.9261493226315113,0.6744468161400329,1.094761035543807,47,47,104,0.964196736162359,0.5267857142857143,0.5296958674042007,0.15261243386243387
1,11,1.802004976861044e-05,0.9393584943832235,0.6703526149404809,1.1069466535081254,47,47,128,0.9596847837621515,0.5375,0.544204846079846,0.18832671957671956
1,12,1e-06,0.9235604684403602,0.670574204718813,1.0912040193030175,47,47,107,0.9597380757331848,0.5331349206349206,0.5307261818868961,0.18832671957671956
2,1,0.0009829799502313896,1.1028691582057788,0.7405492520850637,1.2880064780297487,46,46,106,1.020325889190038,0.4633074294532628,0.4246091584782061,0.048484848484848485
2,2,0.0009330796891903274,1.0065308614917423,0.7080278772374858,1.1835378317729286,46,46,128,0.940252294143041,0.5264770723104055,0.45813030388923237,0.37333161334709325
2,3,0.0008536998372026806,0.9670328588589377,0.670829141917436,1.1347401401270991,46,46,123,0.940363864103953,0.5463927469135803,0.4557577475434618,0.3274042950513539
2,4,0.0007502500000000002,0.9585607025934302,0.6765785282072814,1.1277053356170654,46,46,110,0.9594849348068237,0.5380718143738976,0.47424199477770906,0.2826453388372893
2,5,0.0006297801130287093,0.9747187210165936,0.6742580416409866,1.1432832285113956,46,46,122,0.9367930392424265,0.5480751212522046,0.47503747795414464,0.3755024816944322
2,6,0.0005005000000000001,0.952790706054024,0.6763542255629664,1.121879264064457,46,46,103,0.9491276691357294,0.5517512676366844,0.4977458256029685,0.23671802054154992
2,7,0.000371219886971291,0.9505315371181654,0.6579322192979895,1.1150145893511565,46,46,109,0.9392226139704386,0.5531470458553792,0.4876899951899953,0.23042060278902385
2,8,0.00025075000000000016,0.9391308284324148,0.6715308829494144,1.107013544310694,46,46,114,0.9345462719599406,0.5495397927689594,0.49058693511074464,0.2647881959801464
2,9,0.00014730016279731957,0.9383935669194097,0.6863672059515248,1.109985368407291,46,46,120,0.9357287834088007,0.5457603064373896,0.4917756934423601,0.18243525480367584
2,10,6.792031080967288e-05,0.9237181375855985,0.6653241048688474,1.0900491631549338,46,46,103,0.9343502124150594,0.5525063381834215,0.5005318705765135,0.20576563958916902
2,11,1.802004976861044e-05,0.9300849152647931,0.6679896854836008,1.0970823440862738,46,46,123,0.935542235771815,0.551646549823633,0.49186731258159827,0.24097867217062263
2,12,1e-06,0.9196652368358944,0.6674395786679309,1.0865251344183218,46,46,114,0.9355223874251047,0.5545345568783069,0.5138297086511372,0.2699164011083516
3,1,0.0009829799502313896,1.1001527347463242,0.7308082510816291,1.2828547954559326,47,47,108,0.9522647153247487,0.4662367724867725,0.4915440330172473,0.2623397435897436
3,2,0.0009330796891903274,1.003496361539719,0.7112562707129945,1.1813104330225195,47,47,107,0.9318747303702615,0.512962962962963,0.5214548761423762,0.3715990028490028
3,3,0.0008536998372026806,0.9840285105908171,0.6643937192064651,1.150126931515146,47,47,121,0.9338654604825106,0.5214285714285715,0.5640859702466846,0.19534256593080124
3,4,0.0007502500000000002,0.9457427808578979,0.6826339643052284,1.116401272885343,47,47,101,0.9461404464461587,0.504728835978836,0.573218795093795,0.2126246438746439
3,5,0.0006297801130287093,0.9499120699598435,0.6777290238979015,1.1193443257757958,47,47,119,0.9355350461873141,0.4979828042328042,0.5729055864770151,0.22124906683730217
3,6,0.0005005000000000001,0.9630648417675749,0.6787935926559123,1.132763237395185,47,47,109,0.9164480512792413,0.4910383597883597,0.5527865388579675,0.3003248521630874
3,7,0.000371219886971291,0.9568208037538731,0.6954871834592616,1.1306926012039185,47,47,117,0.9301034212112427,0.5104497354497355,0.5653831684188827,0.30514369889369886
3,8,0.00025075000000000016,0.9322687222602519,0.6747784836495176,1.1009633363561426,47,47,113,0.9453611861575734,0.5101521164021164,0.5938188861403148,0.35507756132756124
3,9,0.00014730016279731957,0.9195771103209638,0.6981880487279689,1.0941241155279444,47,47,114,0.9677633263848044,0.5167328042328042,0.5892317735174878,0.42288076846900374
3,10,6.792031080967288e-05,0.8902680962643725,0.6930397222650811,1.0635280304766717,47,47,142,0.96845558014783,0.5108796296296295,0.574191489727204,0.3938341750841751
3,11,1.802004976861044e-05,0.8891613952657009,0.7014903933443921,1.0645339970893049,47,47,135,0.9681793234565041,0.5080026455026455,0.588873385212671,0.40864898989898996
