fold,epoch,lr,train_loss,val_loss,val_macro_AUROC,val_macro_AP,val_macro_F1
2,1,0.0009829799502313896,1.076108015101889,1.03991703192393,0.5342179232804233,0.5076588518403994,0.14375644994840042
2,2,0.0009330796891903274,1.0174066826053287,0.9409314543008804,0.5362034281305116,0.4941109507776175,0.29833161334709324
2,3,0.0008536998372026806,0.9765148409034895,0.9444740017255148,0.5363660163139331,0.5147643097643098,0.3822718561108654
2,4,0.0007502500000000002,0.94675187572189,0.9572856227556864,0.5368069334215168,0.5008546490986968,0.3064124214279013
2,5,0.0006297801130287093,0.9908147013705709,0.9352321972449621,0.5401441247795414,0.4900754569504569,0.47949407833308766
2,6,0.0005005000000000001,0.9530338735684104,0.9417663663625717,0.5424616953262786,0.5130681818181818,0.20089930709125756
2,7,0.000371219886971291,0.9319899250631747,0.9322308351596197,0.5470458553791887,0.5010191913465722,0.318359624551575
2,8,0.00025075000000000016,0.9387207899404608,0.9332354813814163,0.5473544973544975,0.5232007575757577,0.26572614691809743
2,9,0.00014730016279731957,0.9309069928915604,0.9311771790186564,0.5566688712522044,0.550548641173641,0.3364332176251681
2,10,6.792031080967288e-05,0.9182489307030387,0.9307711521784464,0.5587604717813051,0.5442986411736411,0.35764533883728933
2,11,1.802004976861044e-05,0.9235726672670116,0.9310855617125829,0.5571180555555555,0.544070165945166,0.4624252811172316
2,12,1e-06,0.9168819202029187,0.931423564751943,0.5554329254850088,0.544619880780595,0.41976655095850135
