fold,epoch,lr,train_loss,val_loss,val_macro_AUROC,val_macro_AP,val_macro_F1
1,1,0.0009829799502313896,1.1169678822476814,1.108536888252605,0.5194444444444445,0.46578362995029665,0.21203703703703702
1,2,0.0009330796891903274,1.0229433470583977,1.0005605058236555,0.5011904761904763,0.48021314333814336,0.27086056644880174
1,3,0.0008536998372026806,1.0010393490182592,0.9768558252941478,0.5111111111111112,0.4867881622345908,0.3932812013694367
1,4,0.0007502500000000002,0.9665489564550683,0.9684160243381154,0.5411210317460317,0.5101120330286997,0.20697167755991286
1,5,0.0006297801130287093,0.970325879594113,0.969113826751709,0.5432043650793651,0.5122234247234249,0.3935846560846561
1,6,0.0005005000000000001,0.9727771370968921,0.9517482302405618,0.5186507936507936,0.522144832680547,0.29754707438530964
1,7,0.000371219886971291,0.9589346241443715,0.9467684464021162,0.5507936507936508,0.5095679728120204,0.45697167755991286
1,8,0.00025075000000000016,0.9557505884069077,0.9634720683097839,0.5503968253968253,0.516833012666346,0.26134259259259257
1,9,0.00014730016279731957,0.9372944590893197,0.9622654914855957,0.5628472222222222,0.5222728274811608,0.2691163003663004
1,10,6.792031080967288e-05,0.9325171899288258,0.9584225253625349,0.5783730158730159,0.518486451819785,0.2662487974987975
1,11,1.802004976861044e-05,0.9397535032414376,0.9551189704374834,0.5762896825396826,0.5413865840949175,0.4023275335775336
1,12,1e-06,0.9226106316485303,0.9555588039484891,0.5600694444444444,0.5221736211319544,0.31690184815184813
