OuterFold,Label,Feature,StandardizedCoefficient
2,ACL,EvidencePositiveScore,0.48677192469129976
2,ACL,EvidenceNegativeScore,-0.3272487433350648
2,ACL,RelatedScore,-0.039769722153873144
2,ACL,UncertaintyFlag,0.0
2,ACL,FusedAssertionConfidence,0.17881735284051675
2,ACL,RuleDecidableFlag,0.24294871104415372
2,ACL,SemanticDirectStrength,0.27934800622657646
2,ACL,SemanticDirectMargin,0.46422518771984805
2,ACL,SeverityLow,-0.14076703356656664
2,ACL,SeverityModerate,0.0
2,ACL,SeverityHigh,0.31491311108671627
2,ACL,SeverityDegenerative,0.057025660058578384
2,ACL,Intercept,-0.17102422860541544
2,MCL,EvidencePositiveScore,0.17826316963778427
2,MCL,EvidenceNegativeScore,-0.120778285783692
2,MCL,RelatedScore,-0.009875184746113489
2,MCL,UncertaintyFlag,0.2350263441778423
2,MCL,FusedAssertionConfidence,0.1017994884838623
2,MCL,RuleDecidableFlag,0.052028245571113546
2,MCL,SemanticDirectStrength,0.19167038752649845
2,MCL,SemanticDirectMargin,0.2410015960030664
2,MCL,SeverityLow,0.051875235069409255
2,MCL,SeverityModerate,0.259860395603121
2,MCL,SeverityHigh,0.20927122090670985
2,MCL,SeverityDegenerative,0.0
2,MCL,Intercept,-0.7998828008727458
2,Medial Meniscus,EvidencePositiveScore,0.4647445383002144
2,Medial Meniscus,EvidenceNegativeScore,-0.26395187228493944
2,Medial Meniscus,RelatedScore,-0.1367657225114121
2,Medial Meniscus,UncertaintyFlag,-0.21531909179045275
2,Medial Meniscus,FusedAssertionConfidence,0.15926087692948718
2,Medial Meniscus,RuleDecidableFlag,0.31410915614834445
2,Medial Meniscus,SemanticDirectStrength,0.1646368061998339
2,Medial Meniscus,SemanticDirectMargin,0.33522488080726565
2,Medial Meniscus,SeverityLow,0.09745082009416152
2,Medial Meniscus,SeverityModerate,0.0863907883294071
2,Medial Meniscus,SeverityHigh,0.1490055018317745
2,Medial Meniscus,SeverityDegenerative,0.03284313854595782
2,Medial Meniscus,Intercept,-0.13814415151703807
2,Lateral Meniscus,EvidencePositiveScore,0.3897788585905152
2,Lateral Meniscus,EvidenceNegativeScore,-0.3287853854622733
2,Lateral Meniscus,RelatedScore,0.038434371119993545
2,Lateral Meniscus,UncertaintyFlag,-0.1412581749844774
2,Lateral Meniscus,FusedAssertionConfidence,0.05101252557800326
2,Lateral Meniscus,RuleDecidableFlag,0.007956705007894424
2,Lateral Meniscus,SemanticDirectStrength,0.15196625705364872
2,Lateral Meniscus,SemanticDirectMargin,0.3696307843802939
2,Lateral Meniscus,SeverityLow,-0.06821270847313758
2,Lateral Meniscus,SeverityModerate,-0.05379567292329624
2,Lateral Meniscus,SeverityHigh,0.0
2,Lateral Meniscus,SeverityDegenerative,-0.0524588536366631
2,Lateral Meniscus,Intercept,-0.2453444465533839
2,Medial OA,EvidencePositiveScore,0.22272994144827213
2,Medial OA,EvidenceNegativeScore,-0.08833972066472301
2,Medial OA,RelatedScore,0.4164321010883351
2,Medial OA,UncertaintyFlag,0.0
2,Medial OA,FusedAssertionConfidence,0.16099332146633516
2,Medial OA,RuleDecidableFlag,0.16099332146633516
2,Medial OA,SemanticDirectStrength,-0.03566077975083757
2,Medial OA,SemanticDirectMargin,-0.07896491023677464
2,Medial OA,SeverityLow,0.30627950709381396
2,Medial OA,SeverityModerate,0.04556235073386942
2,Medial OA,SeverityHigh,0.22552707420956994
2,Medial OA,SeverityDegenerative,0.13358618802376615
2,Medial OA,Intercept,-0.5280724876632029
2,Lateral OA,EvidencePositiveScore,0.195568955966493
2,Lateral OA,EvidenceNegativeScore,-0.08957582963641333
2,Lateral OA,RelatedScore,0.2028394233322083
2,Lateral OA,UncertaintyFlag,0.0
2,Lateral OA,FusedAssertionConfidence,0.04469829450371633
2,Lateral OA,RuleDecidableFlag,0.04469830398631098
2,Lateral OA,SemanticDirectStrength,0.12698665868215211
2,Lateral OA,SemanticDirectMargin,0.18086628103822758
2,Lateral OA,SeverityLow,-0.0026818750508866107
2,Lateral OA,SeverityModerate,0.2694715141625483
2,Lateral OA,SeverityHigh,0.13428354310297166
2,Lateral OA,SeverityDegenerative,0.0
2,Lateral OA,Intercept,-0.6557621809545595
2,PF OA,EvidencePositiveScore,0.32253058256724176
2,PF OA,EvidenceNegativeScore,0.012126281480303884
2,PF OA,RelatedScore,0.34890101796332035
2,PF OA,UncertaintyFlag,0.0
2,PF OA,FusedAssertionConfidence,0.23865633804501418
2,PF OA,RuleDecidableFlag,0.23865633804501418
2,PF OA,SemanticDirectStrength,0.20894634467724438
2,PF OA,SemanticDirectMargin,0.19374674667823
2,PF OA,SeverityLow,0.004503837224025461
2,PF OA,SeverityModerate,0.17069108531924201
2,PF OA,SeverityHigh,0.11646469480623341
2,PF OA,SeverityDegenerative,0.0
2,PF OA,Intercept,-0.2627878517471523
2,Effusion,EvidencePositiveScore,0.19697706008698834
2,Effusion,EvidenceNegativeScore,-0.337895726143763
2,Effusion,RelatedScore,0.0
2,Effusion,UncertaintyFlag,0.0
2,Effusion,FusedAssertionConfidence,0.016117814578429646
2,Effusion,RuleDecidableFlag,0.016117814578429646
2,Effusion,SemanticDirectStrength,0.08504010377500282
2,Effusion,SemanticDirectMargin,0.14198322122694762
