OuterFold,Label,OuterTrainN,GoldPositive,GoldNegative,InnerCVSplits,InnerCVRepeats,InnerOOF_AUROC,InnerOOF_AP,InnerOOF_Brier,InnerPrior_Brier,InnerBrierImprovementVsPrior,InnerOOF_LogLoss,EvidenceAvailableN,EvidenceCoverage,EvidenceOnly_AUROC,EvidenceOnly_AP,EvidenceOnly_Brier,EvidenceOnly_Prior_Brier,EvidenceOnly_BrierImprovementVsPrior,OuterTrainPriorProbability,OuterTrainEvidencePriorProbability,PseudoLabelGateReason,PseudoLabelGatePass
2,ACL,46,19,27,5,5,0.9415204678362572,0.9603175165445355,0.07142200586109136,0.24243856332703215,0.1710165574659408,0.28693004264434113,30,0.6521739130434783,0.986111111111111,0.9907216297825174,0.06555919729919238,0.24000000000000005,0.17444080270080767,0.41304347826086957,0.6,pass,True
2,MCL,46,7,39,5,5,0.9084249084249084,0.5199245199245198,0.1186557585334109,0.12901701323251413,0.010361254699103234,0.407747577446546,24,0.5217391304347826,0.7899159663865546,0.5199245199245199,0.18184391864167848,0.2065972222222222,0.02475330358054373,0.15217391304347827,0.2916666666666667,pass,True
2,Medial Meniscus,46,20,26,5,5,0.826923076923077,0.807357089878459,0.13545641359444355,0.2457466918714556,0.11029027827701204,0.44430016090158636,27,0.5869565217391305,0.7530864197530864,0.8483821761836973,0.15174151757086796,0.22222222222222218,0.07048070465135423,0.43478260869565216,0.6666666666666666,pass,True
2,Lateral Meniscus,46,18,28,5,5,0.7301587301587301,0.5786005212947375,0.19649026284633198,0.23818525519848785,0.041694992352155874,0.5852420566891975,34,0.7391304347826086,0.75,0.5946491591974785,0.18716335629406827,0.24221453287197228,0.05505117657790401,0.391304347826087,0.4117647058823529,pass,True
2,Medial OA,46,11,35,5,5,0.7636363636363638,0.6836536048492571,0.1503363930748432,0.1819470699432893,0.0316106768684461,0.476533599287008,7,0.15217391304347827,0.7,0.9028571428571428,0.21261011842073957,0.2040816326530612,-0.008528485767678368,0.2391304347826087,0.7142857142857143,insufficient_evidence_n|evidence_brier_not_better_than_prior,False
2,Lateral OA,46,9,37,5,5,0.5885885885885886,0.44484812130160967,0.15577633534020655,0.15737240075614364,0.001596065415937098,0.4939594929990779,2,0.043478260869565216,1.0,1.0,0.052398580885790025,0.25,0.19760141911420998,0.1956521739130435,0.5,insufficient_evidence_n,False
2,PF OA,46,17,29,5,5,0.7505070993914806,0.7285058892877248,0.17038024735811524,0.23298676748582228,0.06260652012770704,0.5230803777938983,9,0.1956521739130435,0.25,0.8755456349206349,0.11622398236763959,0.09876543209876544,-0.01745855026887415,0.3695652173913043,0.8888888888888888,insufficient_evidence_n|evidence_auc_below_gate|evidence_brier_not_better_than_prior,False
2,Effusion,46,28,18,5,5,0.6626984126984127,0.710433587050805,0.21927507611849834,0.2381852551984878,0.01891017907998946,0.6295196079163441,40,0.8695652173913043,0.7013333333333334,0.7283149666291322,0.206853624301902,0.234375,0.02752137569809801,0.6086956521739131,0.625,pass,True
2,Synovitis,46,22,24,5,5,0.4867424242424243,0.508335383865766,0.255963254327125,0.24952741020793953,-0.006435844119185491,0.7156495251544712,13,0.2826086956521739,0.1388888888888889,0.5506283839617172,0.286482087639397,0.21301775147928995,-0.07346433616010703,0.4782608695652174,0.6923076923076923,insufficient_evidence_n|evidence_auc_below_gate|evidence_brier_not_better_than_prior,False
2,Baker's,46,9,37,5,5,0.7537537537537538,0.7344215097838287,0.12267408590759495,0.15737240075614362,0.03469831484854867,0.4164849823199539,16,0.34782608695652173,0.873015873015873,0.890909090909091,0.16635186399598034,0.24609375,0.07974188600401966,0.1956521739130435,0.4375,pass,True
2,Contusion,46,16,30,5,5,0.7375,0.5935691223990036,0.20395585395520094,0.22684310018903583,0.022887246233834896,0.5950518034180116,30,0.6521739130434783,0.5733333333333334,0.6099519914285023,0.2558794391819905,0.25,-0.00587943918199052,0.34782608695652173,0.5,evidence_brier_not_better_than_prior,False
2,Fracture,46,14,32,5,5,0.7790178571428572,0.5693000827853045,0.17628706160837018,0.2117202268431002,0.03543316523473003,0.5416547444647138,19,0.41304347826086957,0.6666666666666667,0.6220337995337996,0.21600658329432143,0.24930747922437677,0.033300895930055335,0.30434782608695654,0.5263157894736842,pass,True
