Fold,Epoch,LearningRate,GoldLoss,PseudoLoss,TotalLoss,GoldSteps,PseudoStudiesSeenThisEpoch,PseudoSelectedCellsSeenThisEpoch,ValLoss,ValMacroAUROC,ValMacroAP,ValMacroF1
1,1,0.0009829799502313896,1.0924672040533512,0.7101270664245525,1.2699989676475525,47,47,124,1.1106576323509216,0.5764880952380952,0.5707319939760416,0.21203703703703702
1,2,0.0009330796891903274,1.0311438555413104,0.72258109234749,1.2117891311645508,47,47,129,0.9674285487695173,0.579861111111111,0.5778724246432579,0.30657485216308744
1,3,0.0008536998372026806,0.9791813987366697,0.691396731011411,1.1520305795872465,47,47,125,0.9863636764613065,0.5865079365079365,0.5906761063011062,0.23277116402116402
1,4,0.0007502500000000002,0.9884884560361822,0.6781411665551206,1.1580237479920084,47,47,135,0.9570979042486711,0.6173611111111111,0.6263209475709476,0.31292989417989414
1,5,0.0006297801130287093,0.9731620702337711,0.6853557178314696,1.1445009949359488,47,47,99,0.9513191038911993,0.6077380952380952,0.601225048100048,0.4715279546161899
1,6,0.0005005000000000001,0.9514130138336344,0.6926263735649434,1.124569612614652,47,47,108,0.971192636273124,0.6176587301587301,0.6038645382395382,0.20578703703703702
1,7,0.000371219886971291,0.9689486242355184,0.6990445674733913,1.1437097635674984,47,47,127,0.971322466026653,0.6215277777777778,0.5934258257174924,0.19980413105413106
1,8,0.00025075000000000016,0.9563719465377483,0.6732762709577033,1.1246910082533004,47,47,114,0.9543927420269359,0.6287698412698414,0.6064505170755169,0.31124639249639247
1,9,0.00014730016279731957,0.9340784422894741,0.6523735269587091,1.0971718189564157,47,47,111,0.9547091180627997,0.635218253968254,0.6067977392977392,0.3360391378773732
1,10,6.792031080967288e-05,0.937609610405374,0.6700433429251326,1.105120447087795,47,47,104,0.958368875763633,0.6416666666666666,0.609864618406285,0.26012159137159135
1,11,1.802004976861044e-05,0.9378416791875311,0.6763979653094677,1.106941172417174,47,47,128,0.9597500941970132,0.6446428571428572,0.6110220258136925,0.25920584045584044
1,12,1e-06,0.9327319835094695,0.6790298705405378,1.1024894448036844,47,47,107,0.9582532806829973,0.6446428571428572,0.6110220258136925,0.29253917378917377
