OuterFold,Label,UnlabeledStudies,PseudoLabelGatePass,PseudoLabelGateReason,EvidenceAvailableN,SoftLabelAvailableN,SoftLabelCoverage,MeanProbabilityAvailable,MedianProbabilityAvailable,StdProbabilityAvailable,SelectionScoreN_ge_0.5,RuleStructuredN,SemanticRecoveredN
1,ACL,4349,True,pass,1588,1588,0.36514141181880894,0.3575318146682386,0.19669025825277556,0.2744346993602346,1256,2427,0
1,MCL,4349,True,pass,1611,1611,0.37042998390434584,0.31690456111349,0.21005155644521445,0.19823959801401633,1254,2242,0
1,Medial Meniscus,4349,True,pass,2453,2453,0.564037709818349,0.5484644911868737,0.6605967875024884,0.2846022859470837,1638,2901,3
1,Lateral Meniscus,4349,True,pass,2599,2599,0.5976086456656703,0.3464209212303204,0.225146614851039,0.21990525149740117,2031,3135,3
1,Medial OA,4349,False,insufficient_evidence_n,342,0,0.0,,,,0,333,9
1,Lateral OA,4349,False,insufficient_evidence_n,207,0,0.0,,,,0,201,6
1,PF OA,4349,False,insufficient_evidence_n|evidence_auc_below_gate|evidence_brier_not_better_than_prior,830,0,0.0,,,,0,797,33
1,Effusion,4349,True,pass,3132,3132,0.720165555300069,0.47901525982753673,0.5413050063887037,0.18393202287131824,830,3132,0
1,Synovitis,4349,False,insufficient_evidence_n|evidence_auc_below_gate|evidence_brier_not_better_than_prior,460,0,0.0,,,,0,460,0
1,Baker's,4349,True,pass,1644,1644,0.3780179351575075,0.5110863789686242,0.5140274366582316,0.2422240089983365,548,1644,0
1,Contusion,4349,True,pass,1662,1662,0.382156817659232,0.3957533942457032,0.35567151449735035,0.18064499744559792,662,1662,0
1,Fracture,4349,True,pass,859,859,0.1975166704989653,0.3487429838186392,0.2104634237672316,0.22013771550043226,590,857,2
